来源,内容
 Algebra and Trigonometry 2e Ch12 Key Concepts ,"When given an equation for an ellipse centered at the origin in standard form, we can identify its vertices, co-vertices, foci, and the lengths and positions of the major and minor axes in order to graph the ellipse. See Example 3 and Example 4."
 Algebra and Trigonometry 2e Ch12 Key Concepts ,"When given the equation for an ellipse centered at some point other than the origin, we can identify its key features and graph the ellipse. See Example 5 and Example 6."
 Algebra and Trigonometry 2e Ch12 Key Concepts ,"Real-world situations can be modeled using the standard equations of ellipses and then evaluated to find key features, such as lengths of axes and distance between foci. See Example 7."
 Algebra and Trigonometry 2e Ch12 Key Concepts ,"A hyperbola is the set of all points (x,y) in a plane such that the difference of the distances between (x,y) and the foci is a positive constant."
 Algebra and Trigonometry 2e Ch12 Key Concepts ,"The standard form of a hyperbola can be used to locate its vertices and foci. See Example 1."
 Algebra and Trigonometry 2e Ch12 Key Concepts ,"When given the coordinates of the foci and vertices of a hyperbola, we can write the equation of the hyperbola in standard form. See Example 2 and Example 3."
 Algebra and Trigonometry 2e Ch12 Key Concepts ,"When given an equation for a hyperbola, we can identify its vertices, co-vertices, foci, asymptotes, and lengths and positions of the transverse and conjugate axes in order to graph the hyperbola. See Example 4 and Example 5."
 Algebra and Trigonometry 2e Ch12 Key Concepts ,"Real-world situations can be modeled using the standard equations of hyperbolas. For instance, given the dimensions of a natural draft cooling tower, we can find a hyperbolic equation that models its sides. See Example 6."
 Algebra and Trigonometry 2e Ch12 Key Concepts ,"A parabola is the set of all points (x,y) in a plane that are the same distance from a fixed line, called the directrix, and a fixed point (the focus) not on the directrix."
 Algebra and Trigonometry 2e Ch12 Key Concepts ,"The standard form of a parabola with vertex (0,0) and the x-axis as its axis of symmetry can be used to graph the parabola. If p>0, the parabola opens right. If p<0, the parabola opens left. See Example 1."
 Algebra and Trigonometry 2e Ch12 Key Concepts ,"The standard form of a parabola with vertex (0,0) and the y-axis as its axis of symmetry can be used to graph the parabola. If p>0, the parabola opens up. If p<0, the parabola opens down. See Example 2."
 Algebra and Trigonometry 2e Ch12 Key Concepts ,"When given the focus and directrix of a parabola, we can write its equation in standard form. See Example 3."
 Algebra and Trigonometry 2e Ch12 Key Concepts ,"The standard form of a parabola with vertex (h,k) can be used to graph the parabola. See Example 4."
 Algebra and Trigonometry 2e Ch13 Key Terms ,"Addition Principle - if one event can occur in m ways and a second event with no common outcomes can occur in n ways, then the first or second event can occur in m+n ways"
 Algebra and Trigonometry 2e Ch13 Key Terms ,"annuity - an investment in which the purchaser makes a sequence of periodic, equal payments"
 Algebra and Trigonometry 2e Ch13 Key Terms ,"arithmetic sequence - a sequence in which the difference between any two consecutive terms is a constant"
 Algebra and Trigonometry 2e Ch13 Key Terms ,"arithmetic series - the sum of the terms in an arithmetic sequence"
 Algebra and Trigonometry 2e Ch13 Key Terms ,"binomial coefficient - the number of ways to choose r objects from n objects where order does not matter; equivalent to C(n,r) or (nr)"
 Algebra and Trigonometry 2e Ch13 Key Terms ,"binomial expansion - the result of expanding (x+y)^n by multiplying"
 Algebra and Trigonometry 2e Ch13 Key Terms ,"Binomial Theorem - a formula that can be used to expand any binomial"
 Algebra and Trigonometry 2e Ch13 Key Terms ,"combination - a selection of objects in which order does not matter"
 Algebra and Trigonometry 2e Ch13 Key Terms ,"common difference - the difference between any two consecutive terms in an arithmetic sequence"
 Algebra and Trigonometry 2e Ch13 Key Terms ,"common ratio - the ratio between any two consecutive terms in a geometric sequence"
 Algebra and Trigonometry 2e Ch13 Key Terms ,"complement of an event - the set of outcomes in the sample space that are not in the event E"
 Algebra and Trigonometry 2e Ch13 Key Terms ,"diverge - a series is said to diverge if the sum is not a real number"
 Algebra and Trigonometry 2e Ch13 Key Terms ,"event - any subset of a sample space"
 Algebra and Trigonometry 2e Ch13 Key Terms ,"experiment - an activity with an observable result"
 Algebra and Trigonometry 2e Ch13 Key Terms ,"explicit formula - a formula that defines each term of a sequence in terms of its position in the sequence"
 Algebra and Trigonometry 2e Ch13 Key Terms ,"finite sequence - a function whose domain consists of a finite subset of the positive integers {1,2,…,n} for some positive integer n"
 Algebra and Trigonometry 2e Ch13 Key Terms ,"Fundamental Counting Principle - if one event can occur in m ways and a second event can occur in n ways after the first event has occurred, then the two events can occur in m×n ways; also known as the Multiplication Principle"
 Algebra and Trigonometry 2e Ch13 Key Terms ,"geometric sequence - a sequence in which the ratio of a term to a previous term is a constant"
 Algebra and Trigonometry 2e Ch13 Key Terms ,"geometric series - the sum of the terms in a geometric sequence"
 Algebra and Trigonometry 2e Ch13 Key Terms ,"index of summation - in summation notation, the variable used in the explicit formula for the terms of a series and written below the sigma with the lower limit of summation"
 Algebra and Trigonometry 2e Ch13 Key Terms ,"infinite sequence - a function whose domain is the set of positive integers"
 Algebra and Trigonometry 2e Ch13 Key Terms ,"infinite series - the sum of the terms in an infinite sequence"
 Algebra and Trigonometry 2e Ch13 Key Terms ,"lower limit of summation - the number used in the explicit formula to find the first term in a series"
 Algebra and Trigonometry 2e Ch13 Key Terms ,"Multiplication Principle - if one event can occur in m ways and a second event can occur in n ways after the first event has occurred, then the two events can occur in m×n ways; also known as the Fundamental Counting Principle"
 Algebra and Trigonometry 2e Ch13 Key Terms ,"mutually exclusive events - events that have no outcomes in common"
 Algebra and Trigonometry 2e Ch13 Key Terms ,"n factorial - the product of all the positive integers from 1 to n"
 Algebra and Trigonometry 2e Ch13 Key Terms ,"nth partial sum - the sum of the first n terms of a sequence"
 Algebra and Trigonometry 2e Ch13 Key Terms ,"nth term of a sequence - a formula for the general term of a sequence"
 Algebra and Trigonometry 2e Ch13 Key Terms ,"outcomes - the possible results of an experiment"
 Algebra and Trigonometry 2e Ch13 Key Terms ,"permutation - a selection of objects in which order matters"
 Algebra and Trigonometry 2e Ch13 Key Terms ,"probability - a number from 0 to 1 indicating the likelihood of an event"
 Algebra and Trigonometry 2e Ch13 Key Terms ,"probability model - a mathematical description of an experiment listing all possible outcomes and their associated probabilities"
 Algebra and Trigonometry 2e Ch13 Key Terms ,"recursive formula - a formula that defines each term of a sequence using previous term(s)"
 Algebra and Trigonometry 2e Ch13 Key Terms ,"sample space - the set of all possible outcomes of an experiment"
 Algebra and Trigonometry 2e Ch13 Key Terms ,"sequence - a function whose domain is a subset of the positive integers"
 Algebra and Trigonometry 2e Ch13 Key Terms ,"series - the sum of the terms in a sequence"
 Algebra and Trigonometry 2e Ch13 Key Terms ,"summation notation - a notation for series using the Greek letter sigma; it includes an explicit formula and specifies the first and last terms in the series"
 Algebra and Trigonometry 2e Ch13 Key Terms ,"term - a number in a sequence"
 Algebra and Trigonometry 2e Ch13 Key Terms ,"union of two events - the event that occurs if either or both events occur"
 Algebra and Trigonometry 2e Ch13 Key Terms ,"upper limit of summation - the number used in the explicit formula to find the last term in a series"
 Algebra and Trigonometry 2e Ch13 Key Concepts ,"A sequence is a list of numbers, called terms, written in a specific order."
 Algebra and Trigonometry 2e Ch13 Key Concepts ,"Explicit formulas define each term of a sequence using the position of the term. See Example 1, Example 2, and Example 3."
 Algebra and Trigonometry 2e Ch13 Key Concepts ,"An explicit formula for the nth term of a sequence can be written by analyzing the pattern of several terms. See Example 4."
 Algebra and Trigonometry 2e Ch13 Key Concepts ,"Recursive formulas define each term of a sequence using previous terms."
 Algebra and Trigonometry 2e Ch13 Key Concepts ,"Recursive formulas must state the initial term, or terms, of a sequence."
 Algebra and Trigonometry 2e Ch13 Key Concepts ,"A set of terms can be written by using a recursive formula. See Example 5 and Example 6."
 Algebra and Trigonometry 2e Ch13 Key Concepts ,"A factorial is a mathematical operation that can be defined recursively."
 Algebra and Trigonometry 2e Ch13 Key Concepts ,"The factorial of n is the product of all integers from 1 to n. See Example 7."
 Algebra and Trigonometry 2e Ch13 Key Concepts ,"An arithmetic sequence is a sequence where the difference between any two consecutive terms is a constant."
 Algebra and Trigonometry 2e Ch13 Key Concepts ,"The constant between two consecutive terms is called the common difference."
